Device Type,GENEActiv           ,,,,,,,,,,
Device Model,1.1,,,,,,,,,,
Device Unique Serial Code,58608,,,,,,,,,,
Device Firmware Version,Ver4.08a date14Jul14,,,,,,,,,,
Calibration Date,2020-10-07 15:09:50:000,,,,,,,,,,
Application name & version ,GENEActiv PC Software 3.3,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Measurement Frequency,100.0 Hz,,,,,,,,,,
Start Time,2021-11-23 15:02:26:500,,,,,,,,,,
Last measurement,,,,,,,,,,,
Device Location Code,left wrist,,,,,,,,,,
Time Zone,GMT +00,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Subject Code,,,,,,,,,,,
Date of Birth,01/01/2000,,,,,,,,,,
Sex,female,,,,,,,,,,
Height,170,,,,,,,,,,
Weight,48,,,,,,,,,,
Handedness Code,,,,,,,,,,,
Subject Notes,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Study Centre,BCU                 ,,,,,,,,,,
Study Code,,,,,,,,,,,
Investigator ID,VA                  ,,,,,,,,,,
Exercise Type,,,,,,,,,,,
Config Operator ID,NS                  ,,,,,,,,,,
Config Time,2021-11-23 14:38:11:285:,,,,,,,,,,
Config Notes,,,,,,,,,,,
Extract Operator ID,,,,,,,,,,,
Extract Time,2021-12-10 14:11:00:352,,,,,,,,,,
Extract Notes,(device clock drift 24.647s),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sensor type,MEMS accelerometer x-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer y-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer z-axis ,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,Lux Photodiode 400nm - 1100nm ,,,,,,,,,,
Range,0 to 5000           ,,,,,,,,,,
Resolution,5,,,,,,,,,,
Units,lux                 ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,User button event marker,,,,,,,,,,
Range,1 or 0,,,,,,,,,,
Resolution,,,,,,,,,,,
Units,,,,,,,,,,,
Additional information,1=pressed,,,,,,,,,,
Sensor type,Linear active thermistor,,,,,,,,,,
Range,0 to 70             ,,,,,,,,,,
Resolution,0.1,,,,,,,,,,
Units,deg. C              ,,,,,,,,,,
Additional information,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2021-12-13 00:00:31-10:00,-0.8796,0.3827,-0.1909,0,0,30.2,72.23,0.2132,0.2312,0.372,0
2021-12-13 00:01:31-10:00,0.6817,-0.0169,-0.5546,0,0,17.9,120.23,0.0045,0.0052,0.0087,0
2021-12-13 00:02:31-10:00,-0.1512,0.5717,-0.7923,0,0,34.1,298.16,0.5615,0.1695,0.1889,227
2021-12-13 00:03:31-10:00,0.2135,-0.3543,-0.8102,32,0,32.1,131.99,0.0724,0.0413,0.0853,55
2021-12-13 00:04:31-10:00,-0.444,0.613,0.2888,0,0,28.6,1115.68,0.5275,0.4697,0.4424,1
2021-12-13 00:05:31-10:00,0.3816,0.4989,-0.831,36,0,32.8,171.94,0.1336,0.1589,0.1439,61
2021-12-13 00:06:31-10:00,0.1276,0.6182,1.0086,0,0,31,306.58,0.0052,0.0089,0.4099,4
2021-12-13 00:07:31-10:00,-0.4564,0.391,0.2945,0,0,30.8,378.15,0.3178,0.2836,0.3313,0
2021-12-13 00:08:31-10:00,-0.7268,0.7892,0.9471,0,0,26.2,30.91,0.0502,0.1598,0.414,0
2021-12-13 00:09:31-10:00,0.8659,0.362,-0.8842,18,0,31.4,148.48,0.4216,0.1848,0.436,186
2021-12-13 00:10:31-10:00,0.3802,0.3537,0.8738,0,0,34.6,182.76,0.2046,0.324,0.2116,2
2021-12-13 00:11:31-10:00,0.4692,-0.0601,-0.5839,0,0,31.6,43.57,0.0237,0.0301,0.026,1
2021-12-13 00:12:31-10:00,-0.3661,0.5969,-0.0674,0,0,28.7,260.5,0.1133,0.205,0.3472,7
2021-12-13 00:13:31-10:00,0.3757,0.7791,-0.8521,0,0,29.7,186.14,0.3305,0.2546,0.172,4
2021-12-13 00:14:31-10:00,-0.0572,0.5643,-0.887,0,0,25.5,290.67,0.5101,0.5198,0.4364,48
2021-12-13 00:15:31-10:00,0.4973,0.9276,-0.8606,0,0,33,49.33,0.0072,0.0052,0.0082,3
2021-12-13 00:16:31-10:00,-0.5579,-0.5272,0.828,0,0,33.5,45.4,0.0045,0.0052,0.0084,4
2021-12-13 00:17:31-10:00,-0.7344,0.276,0.0654,0,0,28.8,345.54,0.1276,0.2326,0.3261,5
2021-12-13 00:18:31-10:00,-0.3417,-0.8176,-0.6204,0,0,29.3,132.57,0.0045,0.0052,0.0077,6
2021-12-13 00:19:31-10:00,0.6084,0.8917,-0.7768,37,0,30.9,194.29,0.4532,0.0775,0.25,341
2021-12-13 00:20:31-10:00,-0.1492,0.1797,0.03,0,0,36.3,557.95,0.2664,0.5545,0.2028,4
2021-12-13 00:21:31-10:00,0.2539,0.1915,-0.3847,0,0,32.9,300.55,0.0086,0.0052,0.0711,6
2021-12-13 00:22:31-10:00,0.6805,0.0058,0.7536,0,0,19.1,106.39,0.0045,0.0052,0.0085,3
2021-12-13 00:23:31-10:00,-0.815,-0.4631,0.1091,0,0,28.1,1122.84,0.2002,0.4256,0.1893,0
2021-12-13 00:24:31-10:00,-0.8116,0.3414,0.3031,0,0,28.7,190.68,0.0045,0.0052,0.0079,8
2021-12-13 00:25:31-10:00,-0.6552,0.5105,-0.7214,0,0,28.7,183.39,0.0256,0.0746,0.1945,3
2021-12-13 00:26:31-10:00,0.6252,0.708,0.0408,0,0,30.7,86.63,0.1176,0.0562,0.0381,158
2021-12-13 00:27:31-10:00,-0.5419,0.2443,0.0313,0,0,28.5,193.7,0.2985,0.2252,0.3065,0
2021-12-13 00:28:31-10:00,-0.3776,-0.6254,0.0139,0,0,27,652.14,0.1446,0.432,0.2764,2
2021-12-13 00:29:31-10:00,-0.2848,0.3755,-0.7666,21,0,30.6,159.07,0.4071,0.1564,0.2463,294
2021-12-13 00:30:31-10:00,-0.4987,0.3633,-0.7857,0,0,33.6,111.48,0.0045,0.0052,0.0083,1
2021-12-13 00:31:31-10:00,-0.4926,-0.0895,0.8406,20,0,30.2,215.42,0.4169,0.1377,0.3251,918
2021-12-13 00:32:31-10:00,-0.7977,0.2376,0.2223,0,0,25.3,1564.72,0.2827,0.6337,0.4396,3
2021-12-13 00:33:31-10:00,0.03,0.4891,-0.1402,23,0,30.6,152.26,0.3758,0.0677,0.3344,12
2021-12-13 00:34:31-10:00,-0.1365,-0.4306,-0.8831,0,0,34.4,133.54,0.0089,0.0052,0.0084,0
2021-12-13 00:35:31-10:00,0.0343,0.3526,-0.8407,38,0,31,164.5,0.4586,0.0544,0.0323,3
2021-12-13 00:36:31-10:00,-0.1651,0.3467,-0.692,25,0,26.2,484.82,0.59,0.2142,0.4736,4
2021-12-13 00:37:31-10:00,-0.0435,0.2207,-0.4889,0,0,29,214.62,0.0056,0.0069,0.0084,1
2021-12-13 00:38:31-10:00,0.6886,-0.1551,-0.8785,0,0,33.2,106.8,0.009,0.0052,0.0081,4
2021-12-13 00:39:31-10:00,-0.521,0.1896,-0.0947,17,0,24.6,152.18,0.3361,0.2361,0.3454,63
2021-12-13 00:40:31-10:00,-0.6912,-0.5568,-0.6615,0,0,33.3,45.74,0.0045,0.0052,0.0085,3
2021-12-13 00:41:31-10:00,0.8497,0.3749,0.3245,0,0,29.7,1580.94,0.7213,0.7049,0.5588,13
2021-12-13 00:42:31-10:00,-0.6108,0.3761,-0.179,55,0,32.5,209.5,0.185,0.2185,0.2544,58
2021-12-13 00:43:31-10:00,-0.8695,0.3787,-0.7874,0,0,28.3,192.57,0.1315,0.2314,0.2026,276
2021-12-13 00:44:31-10:00,0.1237,-0.1935,-0.2655,16,0,33.1,71.54,0.0152,0.047,0.2293,62
2021-12-13 00:45:31-10:00,-0.6921,0.5111,-0.4925,0,0,34.6,236.88,0.0943,0.0052,0.124,3
2021-12-13 00:46:31-10:00,0.8776,0.7141,0.0269,0,0,28.7,149.19,0.3336,0.2415,0.2488,2
2021-12-13 00:47:31-10:00,0.7069,-0.0287,0.7577,0,0,34.9,151.55,0.0045,0.0052,0.0082,1
2021-12-13 00:48:31-10:00,-0.7173,-0.3218,0.0054,0,0,28.5,642.48,0.4862,0.2552,0.1911,0
2021-12-13 00:49:31-10:00,0.1716,0.4716,0.8709,0,0,31.9,95.56,0.0068,0.0194,0.0554,4
2021-12-13 00:50:31-10:00,0.3349,0.619,-0.6695,0,0,32.7,143.67,0.0067,0.0052,0.0088,4
2021-12-13 00:51:31-10:00,-0.7697,0.4175,0.3524,0,0,34.1,262.42,0.2327,0.5402,0.0144,1
2021-12-13 00:52:31-10:00,-0.6424,0.3051,-0.8054,0,0,27.3,172.69,0.2887,0.1906,0.1781,0
2021-12-13 00:53:31-10:00,0.701,0.0716,0.9084,0,0,31.2,114.72,0.0057,0.0052,0.0084,1
2021-12-13 00:54:31-10:00,-0.3334,0.5742,-0.2773,43,0,32.5,164.51,0.6323,0.289,0.5368,34
2021-12-13 00:55:31-10:00,0.4113,0.9122,0.0096,69,0,31.7,213.3,0.3239,0.282,0.3458,172
2021-12-13 00:56:31-10:00,-0.7866,0.2859,0.4753,0,0,27.4,641.85,0.2561,0.6536,0.237,2
2021-12-13 00:57:31-10:00,0.6465,0.5799,-0.2508,27,0,30.7,167.87,0.5323,0.3853,0.3855,322
2021-12-13 00:58:31-10:00,0.8679,-0.2763,-0.1423,72,0,30.7,186.7,0.4138,0.373,0.1595,64
2021-12-13 00:59:31-10:00,0.3264,0.4145,0.4833,0,0,34,97.62,0.3278,0.0058,0.3058,2
2021-12-13 01:00:31-10:00,-0.2064,0.1181,-0.8748,0,0,33.4,39.94,0.0045,0.0066,0.0082,0
2021-12-13 01:01:31-10:00,0.2578,0.11,0.1129,0,0,27.9,437.58,0.2458,0.3958,0.3266,4
2021-12-13 01:02:31-10:00,0.2266,0.4385,-0.7452,0,0,35.5,39.5,0.0045,0.0071,0.0085,2
2021-12-13 01:03:31-10:00,0.8696,0.5496,-0.2546,0,0,25.4,163.83,0.4352,0.2719,0.3737,878
2021-12-13 01:04:31-10:00,0.3337,0.8703,-0.4161,40,0,31.1,180.21,0.4019,0.0537,0.0174,52
2021-12-13 01:05:31-10:00,-0.5579,0.4618,0.5618,0,0,29.5,525.83,0.5181,0.5653,0.4551,1
2021-12-13 01:06:31-10:00,-0.5523,0.8734,-0.703,23,0,25.7,165.8,0.232,0.2294,0.3121,182
2021-12-13 01:07:31-10:00,0.3125,0.6632,-0.0299,64,0,32.3,163.54,0.4387,0.4708,0.4266,511
2021-12-13 01:08:31-10:00,-0.5659,-0.0398,0.6533,0,0,28.8,186.98,0.1195,0.2649,0.4165,4
2021-12-13 01:09:31-10:00,0.2919,0.3996,-0.7953,24,0,29.5,139.8,0.2449,0.2826,0.4148,256
2021-12-13 01:10:31-10:00,-0.3338,-0.53,-0.8786,0,0,34.3,82.53,0.55,0.0052,0.007,7
2021-12-13 01:11:31-10:00,0.4027,-0.6314,-0.6904,36,0,31,91.54,0.1628,0.0262,0.2031,9
2021-12-13 01:12:31-10:00,-0.6178,0.2237,0.249,0,0,24.6,336.17,0.3992,0.676,0.5806,7
2021-12-13 01:13:31-10:00,-0.6476,0.3202,0.1936,0,0,28.8,202.75,0.113,0.2919,0.4148,1
2021-12-13 01:14:31-10:00,-0.5476,0.6499,-0.0095,0,0,28.4,905.07,0.3009,0.2975,0.3361,74
2021-12-13 01:15:31-10:00,-0.6226,0.25,0.1186,0,0,25.7,547.89,0.1651,0.6064,0.3495,3
2021-12-13 01:16:31-10:00,0.3792,-0.041,-0.5784,0,0,35.2,117.32,0.0063,0.0052,0.0086,4
2021-12-13 01:17:31-10:00,0.3207,0.4944,0.0222,32,0,25,156.23,0.1617,0.1499,0.2978,190
2021-12-13 01:18:31-10:00,-0.5385,0.8316,0.0308,38,0,25.8,135.09,0.3033,0.4145,0.2448,4
2021-12-13 01:19:31-10:00,-0.664,-0.1308,-0.5767,0,0,33.7,130.99,0.0045,0.0052,0.0087,4
2021-12-13 01:20:31-10:00,0.6723,-0.0288,0.7911,0,0,16.7,126.8,0.0045,0.0052,0.0083,2
2021-12-13 01:21:31-10:00,0.1303,0.0671,-0.9068,0,0,27,200.89,0.0071,0.0057,0.0438,3
2021-12-13 01:22:31-10:00,-0.4293,0.2312,-0.3801,0,0,31.3,147.6,0.0073,0.0052,0.0083,4
2021-12-13 01:23:31-10:00,0.552,0.8392,-0.5114,66,0,31.5,141.96,0.6125,0.3125,0.4702,209
2021-12-13 01:24:31-10:00,0.5851,-0.2394,-0.3953,0,0,29.1,209.45,0.0386,0.0052,0.0067,0
2021-12-13 01:25:31-10:00,0.3843,0.6345,-0.4802,94,0,30.7,145.63,0.3503,0.1837,0.284,244
2021-12-13 01:26:31-10:00,0.4776,0.4774,-0.7577,0,0,34.6,135.67,0.0077,0.0052,0.009,0
2021-12-13 01:27:31-10:00,0.6714,0.3337,-0.4256,0,0,34,106.34,0.0126,0.0052,0.0081,0
2021-12-13 01:28:31-10:00,0.6774,-0.0084,0.7494,0,0,16.1,155.91,0.0045,0.0052,0.0088,1
2021-12-13 01:29:31-10:00,-0.6514,0.449,-0.0722,0,0,29.4,234.05,0.251,0.5816,0.2289,0
2021-12-13 01:30:31-10:00,0.8408,0.4954,-0.073,0,0,25.2,734.45,0.3157,0.6262,0.3789,1
2021-12-13 01:31:31-10:00,-0.5689,0.2122,-0.4442,0,0,32.4,123.18,0.0056,0.0052,0.0072,3
2021-12-13 01:32:31-10:00,0.7939,0.2154,0.2851,0,0,28.6,32.27,0.0045,0.0053,0.0081,3
2021-12-13 01:33:31-10:00,-0.2587,0.7896,-0.3611,78,0,24.9,155.63,0.3909,0.3099,0.4512,46
2021-12-13 01:34:31-10:00,-0.5067,0.1707,-0.6795,0,0,29.6,64.67,0.0045,0.0067,0.0083,11
2021-12-13 01:35:31-10:00,0.8341,0.651,0.299,102,0,35.2,255.03,0.1934,0.0392,0.1367,2
2021-12-13 01:36:31-10:00,0.7161,0.0014,0.7558,0,0,34.6,95.44,0.0045,0.006,0.0074,5
2021-12-13 01:37:31-10:00,-0.5894,0.5977,-0.0971,0,0,31.9,337.24,0.3717,0.649,0.34,0
2021-12-13 01:38:31-10:00,-0.7773,0.2225,0.2489,0,0,32.5,236.5,0.1317,0.2159,0.0433,5
2021-12-13 01:39:31-10:00,-0.078,0.173,0.5125,0,0,24.3,979.53,0.2915,0.6465,0.3209,2
2021-12-13 01:40:31-10:00,-0.5698,-0.1508,-0.1331,0,0,28.1,662.97,0.3586,0.4364,0.4547,1
2021-12-13 01:41:31-10:00,-0.7041,0.7456,0.9053,0,0,34.8,311.86,0.1904,0.5002,0.0991,9
2021-12-13 01:42:31-10:00,0.3528,0.2664,-0.7876,0,0,17.5,42.07,0.0065,0.0052,0.0087,0
2021-12-13 01:43:31-10:00,0.0225,0.2824,-0.8398,0,0,33.9,58.69,0.01,0.0061,0.1315,0
2021-12-13 01:44:31-10:00,0.5732,0.173,-0.7339,0,0,30.9,141.72,0.1344,0.1155,0.3122,804
2021-12-13 01:45:31-10:00,-0.3458,0.5323,-0.0659,0,0,30.6,164.65,0.2252,0.3511,0.4081,40
2021-12-13 01:46:31-10:00,0.3321,0.5108,0.9274,0,0,29.2,150.95,0.1344,0.1962,0.0741,223
2021-12-13 01:47:31-10:00,-0.595,-0.4553,0.2684,0,0,27.4,71.35,0.0078,0.006,0.1164,1
