Device Type,GENEActiv           ,,,,,,,,,,
Device Model,1.1,,,,,,,,,,
Device Unique Serial Code,58608,,,,,,,,,,
Device Firmware Version,Ver4.08a date14Jul14,,,,,,,,,,
Calibration Date,2020-10-07 15:09:50:000,,,,,,,,,,
Application name & version ,GENEActiv PC Software 3.3,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Measurement Frequency,100.0 Hz,,,,,,,,,,
Start Time,2021-11-23 15:02:26:500,,,,,,,,,,
Last measurement,,,,,,,,,,,
Device Location Code,left wrist,,,,,,,,,,
Time Zone,GMT +00,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Subject Code,,,,,,,,,,,
Date of Birth,01/01/2000,,,,,,,,,,
Sex,female,,,,,,,,,,
Height,170,,,,,,,,,,
Weight,48,,,,,,,,,,
Handedness Code,,,,,,,,,,,
Subject Notes,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Study Centre,BCU                 ,,,,,,,,,,
Study Code,,,,,,,,,,,
Investigator ID,VA                  ,,,,,,,,,,
Exercise Type,,,,,,,,,,,
Config Operator ID,NS                  ,,,,,,,,,,
Config Time,2021-11-23 14:38:11:285:,,,,,,,,,,
Config Notes,,,,,,,,,,,
Extract Operator ID,,,,,,,,,,,
Extract Time,2021-12-10 14:11:00:352,,,,,,,,,,
Extract Notes,(device clock drift 24.647s),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sensor type,MEMS accelerometer x-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer y-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer z-axis ,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,Lux Photodiode 400nm - 1100nm ,,,,,,,,,,
Range,0 to 5000           ,,,,,,,,,,
Resolution,5,,,,,,,,,,
Units,lux                 ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,User button event marker,,,,,,,,,,
Range,1 or 0,,,,,,,,,,
Resolution,,,,,,,,,,,
Units,,,,,,,,,,,
Additional information,1=pressed,,,,,,,,,,
Sensor type,Linear active thermistor,,,,,,,,,,
Range,0 to 70             ,,,,,,,,,,
Resolution,0.1,,,,,,,,,,
Units,deg. C              ,,,,,,,,,,
Additional information,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2022-01-04 00:00:31-10:00,0.1398,0.8954,-0.6452,65,0,31,221.82,0.1741,0.0401,0.3119,201
2022-01-04 00:01:31-10:00,0.7059,0.5957,-0.0246,0,0,28.3,485.97,0.4064,0.5196,0.3522,1
2022-01-04 00:02:31-10:00,-0.5991,0.2179,0.1872,0,0,30,295.08,0.0464,0.056,0.0073,2
2022-01-04 00:03:31-10:00,0.5092,0.3688,-0.3847,0,0,31.8,70.19,0.0118,0.0052,0.0088,145
2022-01-04 00:04:31-10:00,-0.7453,0.6695,-0.0467,24,0,31.6,167.37,0.4054,0.2399,0.4196,59
2022-01-04 00:05:31-10:00,0.996,-0.1474,-0.0113,0,0,27,764.14,0.5294,0.7244,0.3677,1
2022-01-04 00:06:31-10:00,-0.7197,0.1262,0.0068,0,0,28.3,688.67,0.3948,0.4184,0.3196,0
2022-01-04 00:07:31-10:00,-0.8133,0.2559,0.8793,0,0,34.6,121.75,0.0045,0.0052,0.0086,4
2022-01-04 00:08:31-10:00,0.807,0.3339,0.1706,0,0,29,562.96,0.3822,0.5029,0.2721,3
2022-01-04 00:09:31-10:00,-0.3916,0.4207,0.118,0,0,28.6,151.6,0.2361,0.2553,0.1858,0
2022-01-04 00:10:31-10:00,-0.6144,-0.0104,0.952,0,0,33.8,126.64,0.0051,0.0052,0.0081,0
2022-01-04 00:11:31-10:00,0.6604,-0.0272,0.7822,0,0,17.5,105.9,0.0045,0.0052,0.0079,1
2022-01-04 00:12:31-10:00,0.5518,-0.4946,0.7895,0,0,35.7,56.31,0.008,0.0052,0.0087,0
2022-01-04 00:13:31-10:00,0.8707,0.4066,-0.132,0,0,28.2,639.42,0.5008,0.3506,0.3191,1
2022-01-04 00:14:31-10:00,0.733,-0.0248,0.7499,0,0,17,88.48,0.0045,0.0052,0.0084,7
2022-01-04 00:15:31-10:00,0.4093,0.5586,-0.4303,9,0,31.8,157.31,0.2889,0.0553,0.2566,464
2022-01-04 00:16:31-10:00,-0.4037,0.544,-0.2154,22,0,29.4,145.62,0.3839,0.2296,0.4432,68
2022-01-04 00:17:31-10:00,-0.7337,0.7881,0.2661,0,0,34.8,165.64,0.1636,0.0389,0.3918,4
2022-01-04 00:18:31-10:00,-0.3068,-0.1954,0.1666,0,0,27.7,117.92,0.0077,0.0052,0.0082,0
2022-01-04 00:19:31-10:00,0.4124,0.2904,-0.8922,46,0,30.6,192.93,0.4749,0.3945,0.4008,164
2022-01-04 00:20:31-10:00,0.4725,0.5781,0.8085,0,0,34.2,125.77,0.0097,0.0063,0.0095,5
2022-01-04 00:21:31-10:00,0.7186,0.0119,0.7236,0,0,19.1,112.37,0.0045,0.0052,0.0087,6
2022-01-04 00:22:31-10:00,0.7189,0.5313,-0.5422,0,0,33.6,112.03,0.0045,0.0052,0.008,6
2022-01-04 00:23:31-10:00,0.2624,-0.5298,-0.6633,0,0,32.4,158.39,0.0069,0.0052,0.0081,2
2022-01-04 00:24:31-10:00,-0.0176,0.8549,-0.8818,75,0,34.2,178.96,0.3649,0.1402,0.1701,50
2022-01-04 00:25:31-10:00,-0.8687,0.2888,0.3282,0,0,31.3,341.16,0.5544,0.2159,0.4493,63
2022-01-04 00:26:31-10:00,0.6556,-0.0216,0.7673,0,0,15,130.18,0.0045,0.0052,0.0079,3
2022-01-04 00:27:31-10:00,0.7234,-0.0035,0.7295,0,0,17.9,136,0.0045,0.0052,0.0087,2
2022-01-04 00:28:31-10:00,-0.1562,0.6859,-0.9123,101,0,31.3,176.86,0.3865,0.1103,0.2139,47
2022-01-04 00:29:31-10:00,0.3564,0.3081,0.5554,0,0,25.9,197.99,0.3291,0.4868,0.3797,3
2022-01-04 00:30:31-10:00,0.6812,-0.0218,0.9865,0,0,35.7,122.89,0.0045,0.0052,0.0084,5
2022-01-04 00:31:31-10:00,0.6442,-0.1769,-0.7689,0,0,35.4,78.58,0.0868,0.0578,0.1585,45
2022-01-04 00:32:31-10:00,0.1397,-0.0179,0.3093,0,0,17.6,92.1,0.0058,0.0052,0.0083,3
2022-01-04 00:33:31-10:00,-0.1745,0.5942,-0.2986,20,0,29.2,228.6,0.3731,0.1626,0.3857,6243
2022-01-04 00:34:31-10:00,-0.781,0.932,0.124,11,0,25.8,225.81,0.3311,0.163,0.0764,201
2022-01-04 00:35:31-10:00,-0.1574,0.9113,-0.7074,26,0,33.6,196.84,0.2249,0.0194,0.058,5948
2022-01-04 00:36:31-10:00,-0.7556,0.3559,-0.1796,32,0,29.8,288.78,0.2127,0.2438,0.3078,136
2022-01-04 00:37:31-10:00,0.5728,-0.0526,0.9253,0,0,34.8,101.14,0.0045,0.0067,0.0069,6
2022-01-04 00:38:31-10:00,0.7491,-0.4616,-0.0042,9,0,29,237.26,0.189,0.2516,0.2565,434
2022-01-04 00:39:31-10:00,0.2132,-0.002,-0.0032,0,0,34.7,78.81,0.0053,0.0052,0.0082,1
2022-01-04 00:40:31-10:00,0.7589,-0.5966,-0.1155,0,0,28.5,32.68,0.4253,0.0108,0.4338,6
2022-01-04 00:41:31-10:00,0.7101,-0.0099,0.8065,0,0,18.3,112.18,0.0045,0.0052,0.0093,8
2022-01-04 00:42:31-10:00,0.6981,0.1755,-0.7547,0,0,33.2,158.96,0.0045,0.0061,0.0079,6
2022-01-04 00:43:31-10:00,-0.2493,0.7506,-0.2476,0,0,32.3,1031.66,0.1865,0.2588,0.418,35
2022-01-04 00:44:31-10:00,0.8603,0.4631,-0.9249,0,0,33.2,198.72,0.0045,0.0052,0.0087,3
2022-01-04 00:45:31-10:00,0.7405,0.6034,0.7872,0,0,32.6,100.11,0.0045,0.0057,0.0079,5
2022-01-04 00:46:31-10:00,-0.5944,-0.1621,-0.6248,0,0,30.4,210.85,0.1073,0.0067,0.0081,1
2022-01-04 00:47:31-10:00,0.6365,-0.5099,-0.5216,44,0,29.9,187.54,0.4232,0.3135,0.1727,52
2022-01-04 00:48:31-10:00,0.3826,0.3935,0.5512,0,0,31.5,84.21,0.1705,0.0288,0.0335,0
2022-01-04 00:49:31-10:00,0.4118,0.546,-0.6885,0,0,17.7,125.68,0.0045,0.0052,0.0114,5
2022-01-04 00:50:31-10:00,0.5998,0.5199,-0.5735,0,0,33.3,176.66,0.0056,0.0091,0.0085,0
2022-01-04 00:51:31-10:00,-0.4418,0.489,-0.2343,23,0,30.4,139.2,0.6239,0.2429,0.3908,202
2022-01-04 00:52:31-10:00,0.2509,-0.2444,-0.8612,0,0,29.9,240.71,0.0068,0.0052,0.0079,8
2022-01-04 00:53:31-10:00,-0.7487,-0.5044,0.8675,0,0,28.3,292.91,0.049,0.194,0.2529,0
2022-01-04 00:54:31-10:00,0.9602,-0.1489,0.6087,0,0,30.3,87.65,0.0965,0.0071,0.0086,6
2022-01-04 00:55:31-10:00,-0.5932,0.5879,0.9037,0,0,34,184.56,0.1782,0.0349,0.1635,0
2022-01-04 00:56:31-10:00,-0.1987,0.5376,0.0352,49,0,27.8,512.24,0.1789,0.0704,0.3586,9
2022-01-04 00:57:31-10:00,-0.5689,0.1424,0.3473,0,0,25.4,566.07,0.2617,0.3093,0.2425,9
2022-01-04 00:58:31-10:00,0.1201,-0.1335,-0.3157,0,0,28.6,102.04,0.2261,0.0287,0.0263,65
2022-01-04 00:59:31-10:00,0.7589,0.5298,-0.0952,0,0,33.7,263.36,0.2607,0.1342,0.0621,5
2022-01-04 01:00:31-10:00,-0.5117,0.0762,-0.6611,0,0,34.1,127.77,0.0064,0.0052,0.0068,3
2022-01-04 01:01:31-10:00,0.4713,-0.1252,-0.8373,0,0,28.4,30.26,0.0067,0.0128,0.6519,901
2022-01-04 01:02:31-10:00,0.327,0.7136,-0.4323,56,0,31.5,145.82,0.3591,0.3086,0.6792,88
2022-01-04 01:03:31-10:00,0.9833,0.1745,0.2284,0,0,28.5,1321.71,0.2374,0.6293,0.4369,8
2022-01-04 01:04:31-10:00,0.119,0.6416,0.0617,0,0,31.4,164.63,0.3217,0.0262,0.2171,115
2022-01-04 01:05:31-10:00,-0.6987,0.9358,-0.0212,17,0,30.6,176.46,0.1414,0.0611,0.0261,176
2022-01-04 01:06:31-10:00,-0.468,0.1483,-0.5489,0,0,28.7,263.41,0.3482,0.0537,0.1581,0
2022-01-04 01:07:31-10:00,0.5964,0.5226,-0.2076,27,0,31.8,171.22,0.4969,0.2939,0.5547,38
2022-01-04 01:08:31-10:00,0.7081,0.2495,-0.0585,0,0,28,548.97,0.1794,0.3997,0.4641,0
2022-01-04 01:09:31-10:00,0.3884,-0.1798,-0.8574,37,0,30.5,156.04,0.3208,0.106,0.2791,29
2022-01-04 01:10:31-10:00,-0.3717,0.2823,-0.0507,0,0,28,491.5,0.2624,0.2722,0.3374,0
2022-01-04 01:11:31-10:00,0.7468,0.1675,-0.8766,0,0,33.6,79.17,0.0059,0.0052,0.0088,6
2022-01-04 01:12:31-10:00,-0.7119,0.3168,-0.0735,0,0,30.6,480.68,0.1551,0.306,0.2766,5
2022-01-04 01:13:31-10:00,0.3119,0.4578,-0.5697,0,0,34.2,40.34,0.0089,0.0107,0.0089,1
2022-01-04 01:14:31-10:00,-0.335,0.2864,0.3179,0,0,27.9,950.24,0.5457,0.2874,0.2465,0
2022-01-04 01:15:31-10:00,-0.3634,0.4156,0.17,0,0,31,322.46,0.4026,0.5679,0.3321,1
2022-01-04 01:16:31-10:00,-0.608,0.3531,-0.2855,0,0,28.3,370.51,0.3898,0.374,0.3914,2
2022-01-04 01:17:31-10:00,0.6395,0.5907,-0.7252,24,0,31.5,153.35,0.401,0.2099,0.5759,62
2022-01-04 01:18:31-10:00,-0.6557,0.0859,0.1988,0,0,28.5,999.97,0.4168,0.5926,0.3908,3
2022-01-04 01:19:31-10:00,0.3912,-0.826,-0.4167,24,0,30.3,166.5,0.1401,0.0758,0.0899,204
2022-01-04 01:20:31-10:00,0.4349,0.3547,-0.1888,27,0,31.7,132.49,0.4015,0.2228,0.2672,0
2022-01-04 01:21:31-10:00,0.2313,0.3865,-0.5419,0,0,30.4,85.46,0.4113,0.178,0.2049,1
2022-01-04 01:22:31-10:00,0.796,-0.4667,0.1112,0,0,32.5,193.92,0.2707,0.2031,0.3936,0
2022-01-04 01:23:31-10:00,-0.5541,0.0565,-0.7861,0,0,34.5,82.57,0.0069,0.0052,0.0086,4
2022-01-04 01:24:31-10:00,-0.283,0.6562,-0.8079,0,0,30.4,160.51,0.0734,0.1125,0.1646,1
2022-01-04 01:25:31-10:00,0.2576,0.8745,0.8513,0,0,32.2,235.75,0.0286,0.008,0.0078,10
2022-01-04 01:26:31-10:00,0.438,0.8128,-0.2433,0,0,35.2,201.49,0.1452,0.2526,0.2516,3
2022-01-04 01:27:31-10:00,-0.463,0.0986,0.0957,0,0,24.3,309.37,0.1728,0.452,0.5212,2
2022-01-04 01:28:31-10:00,-0.3414,-0.2537,-0.8575,0,0,30,90.69,0.0071,0.0516,0.0077,3
2022-01-04 01:29:31-10:00,-0.5431,-0.6555,-0.8153,0,0,33.6,47.95,0.0089,0.0052,0.0087,4
2022-01-04 01:30:31-10:00,0.7466,-0.0391,0.7489,0,0,17.3,129,0.0045,0.0052,0.0084,3
2022-01-04 01:31:31-10:00,0.3332,-0.188,0.7259,0,0,34.8,73.26,0.0729,0.1023,0.0072,41
2022-01-04 01:32:31-10:00,-0.4973,0.3463,-0.3285,51,0,25.3,206.22,0.495,0.3806,0.2809,11
2022-01-04 01:33:31-10:00,-0.1904,0.0829,0.2205,0,0,28.3,838.64,0.3929,0.6161,0.3843,0
2022-01-04 01:34:31-10:00,0.5692,-0.3818,-0.7337,0,0,30.5,152.37,0.0074,0.0052,0.011,4
2022-01-04 01:35:31-10:00,0.9673,-0.2592,0.2041,0,0,33.3,421.84,0.2707,0.4767,0.2739,4
2022-01-04 01:36:31-10:00,-0.3769,-0.1939,-0.8386,0,0,34.6,41.63,0.0241,0.0251,0.147,5
2022-01-04 01:37:31-10:00,0.0242,0.8623,-0.8184,0,0,33.1,75.95,0.0057,0.0477,0.0491,0
2022-01-04 01:38:31-10:00,-0.3504,0.1422,0.0368,21,0,29.2,155.83,0.4068,0.4769,0.3142,398
2022-01-04 01:39:31-10:00,-0.0852,0.394,0.2686,0,0,28.9,438.9,0.1877,0.2089,0.2278,3
2022-01-04 01:40:31-10:00,-0.6716,-0.0121,-0.8194,0,0,32.5,201.14,0.0047,0.0052,0.138,0
2022-01-04 01:41:31-10:00,-0.4819,0.1924,0.1616,0,0,33.7,47.41,0.0045,0.006,0.0081,4
2022-01-04 01:42:31-10:00,-0.3596,-0.1381,-0.8497,0,0,33.6,42.48,0.0054,0.0052,0.0834,9
2022-01-04 01:43:31-10:00,0.709,-0.0049,-0.5504,0,0,18.3,146.94,0.0045,0.0052,0.0085,6
2022-01-04 01:44:31-10:00,0.8721,0.3992,0.2048,0,0,24.1,222.9,0.199,0.3338,0.6425,5
2022-01-04 01:45:31-10:00,0.9751,-0.1722,-0.0883,0,0,28.5,177.14,0.3892,0.2233,0.4118,64
2022-01-04 01:46:31-10:00,-0.7142,-0.297,-0.0875,0,0,28.4,140.57,0.0045,0.4796,0.1428,6
2022-01-04 01:47:31-10:00,0.1348,-0.3132,-0.742,0,0,27.8,188.65,0.1256,0.1714,0.1009,0
