Device Type,GENEActiv           ,,,,,,,,,,
Device Model,1.1,,,,,,,,,,
Device Unique Serial Code,58608,,,,,,,,,,
Device Firmware Version,Ver4.08a date14Jul14,,,,,,,,,,
Calibration Date,2020-10-07 15:09:50:000,,,,,,,,,,
Application name & version ,GENEActiv PC Software 3.3,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Measurement Frequency,100.0 Hz,,,,,,,,,,
Start Time,2021-11-23 15:02:26:500,,,,,,,,,,
Last measurement,,,,,,,,,,,
Device Location Code,left wrist,,,,,,,,,,
Time Zone,GMT +00,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Subject Code,,,,,,,,,,,
Date of Birth,01/01/2000,,,,,,,,,,
Sex,female,,,,,,,,,,
Height,170,,,,,,,,,,
Weight,48,,,,,,,,,,
Handedness Code,,,,,,,,,,,
Subject Notes,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Study Centre,BCU                 ,,,,,,,,,,
Study Code,,,,,,,,,,,
Investigator ID,VA                  ,,,,,,,,,,
Exercise Type,,,,,,,,,,,
Config Operator ID,NS                  ,,,,,,,,,,
Config Time,2021-11-23 14:38:11:285:,,,,,,,,,,
Config Notes,,,,,,,,,,,
Extract Operator ID,,,,,,,,,,,
Extract Time,2021-12-10 14:11:00:352,,,,,,,,,,
Extract Notes,(device clock drift 24.647s),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sensor type,MEMS accelerometer x-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer y-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer z-axis ,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,Lux Photodiode 400nm - 1100nm ,,,,,,,,,,
Range,0 to 5000           ,,,,,,,,,,
Resolution,5,,,,,,,,,,
Units,lux                 ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,User button event marker,,,,,,,,,,
Range,1 or 0,,,,,,,,,,
Resolution,,,,,,,,,,,
Units,,,,,,,,,,,
Additional information,1=pressed,,,,,,,,,,
Sensor type,Linear active thermistor,,,,,,,,,,
Range,0 to 70             ,,,,,,,,,,
Resolution,0.1,,,,,,,,,,
Units,deg. C              ,,,,,,,,,,
Additional information,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2022-01-25 00:00:31-10:00,-0.8141,0.6339,-0.2173,0,0,28.7,1465.21,0.4505,0.2435,0.1618,2
2022-01-25 00:01:31-10:00,-0.5176,0.3347,0.1132,0,0,25.3,487.3,0.2618,0.6088,0.4114,4
2022-01-25 00:02:31-10:00,0.4953,0.7146,0.4435,0,0,31.6,88.79,0.0051,0.0052,0.0083,61
2022-01-25 00:03:31-10:00,0.6431,0.5084,-0.7578,0,0,33.2,192.79,0.0787,0.0052,0.0757,0
2022-01-25 00:04:31-10:00,-0.6507,-0.0242,-0.7296,0,0,17.8,174.07,0.0075,0.0052,0.0191,0
2022-01-25 00:05:31-10:00,0.6337,-0.0182,-0.5148,0,0,28.4,66.18,0.1446,0.188,0.0253,44
2022-01-25 00:06:31-10:00,0.8958,0.4623,-0.6854,0,0,32.8,38.57,0.0092,0.0052,0.0086,0
2022-01-25 00:07:31-10:00,0.4351,0.7179,-0.6651,0,0,29.3,58.9,0.1255,0.01,0.1691,881
2022-01-25 00:08:31-10:00,0.8602,0.5089,-0.1575,50,0,31,149.66,0.1371,0.1564,0.3648,3
2022-01-25 00:09:31-10:00,-0.5807,0.8963,0.8259,0,0,30.7,127.12,0.1166,0.1189,0.1578,3
2022-01-25 00:10:31-10:00,0.4498,0.813,-0.3706,55,0,33.8,147.97,0.4684,0.2369,0.529,163
2022-01-25 00:11:31-10:00,0.7125,-0.0411,-0.6686,0,0,17.7,136.41,0.007,0.0052,0.0087,0
2022-01-25 00:12:31-10:00,0.6687,-0.0574,0.76,0,0,35.9,39.96,0.0045,0.0052,0.0089,5
2022-01-25 00:13:31-10:00,0.7299,-0.0463,0.7328,0,0,17.3,107.86,0.0045,0.0052,0.0085,9
2022-01-25 00:14:31-10:00,0.0226,-0.2351,-0.5969,0,0,35.3,175.66,0.0101,0.0052,0.0066,1
2022-01-25 00:15:31-10:00,0.9675,0.7838,0.8595,0,0,31.6,204.14,0.5202,0.1511,0.2516,348
2022-01-25 00:16:31-10:00,-0.6901,-0.1395,-0.5123,0,0,35.2,45.31,0.0111,0.0052,0.0089,4
2022-01-25 00:17:31-10:00,0.7255,-0.0244,0.7247,0,0,20.2,139.64,0.0045,0.0052,0.0086,10
2022-01-25 00:18:31-10:00,0.7008,-0.018,0.7359,0,0,16,152.26,0.0045,0.0052,0.0087,6
2022-01-25 00:19:31-10:00,0.8406,0.1586,-0.1801,0,0,27.5,925.54,0.3727,0.5801,0.3228,2
2022-01-25 00:20:31-10:00,0.8453,-0.6171,0.791,15,0,30,154.08,0.4768,0.3704,0.1743,64
2022-01-25 00:21:31-10:00,0.4851,-0.5224,-0.1409,9,0,24.7,142.56,0.521,0.2133,0.4217,197
2022-01-25 00:22:31-10:00,0.0749,-0.1418,0.7277,0,0,34.1,29.9,0.0047,0.0052,0.0088,3
2022-01-25 00:23:31-10:00,0.5191,0.8933,0.9515,0,0,34.8,110.03,0.0054,0.0083,0.0081,2
2022-01-25 00:24:31-10:00,-0.1973,0.5276,-0.8053,0,0,32.5,178.6,0.0045,0.0096,0.0159,0
2022-01-25 00:25:31-10:00,-0.8934,0.14,-0.088,0,0,28.3,54.15,0.0056,0.006,0.0081,2
2022-01-25 00:26:31-10:00,0.7286,-0.0269,-0.3812,0,0,16.5,116.41,0.0045,0.0052,0.0085,1
2022-01-25 00:27:31-10:00,-0.7167,-0.1063,0.7197,0,0,27.5,56.51,0.0045,0.0052,0.0083,2
2022-01-25 00:28:31-10:00,-0.498,0.596,-0.086,0,0,33.6,186.07,0.1759,0.2521,0.0756,0
2022-01-25 00:29:31-10:00,0.6481,0.476,-0.8922,39,0,30.6,186.85,0.468,0.1583,0.3122,155
2022-01-25 00:30:31-10:00,0.0484,0.7828,-0.734,0,0,35.3,65.27,0.005,0.0052,0.0083,3
2022-01-25 00:31:31-10:00,0.6994,-0.0281,0.8109,0,0,16.9,114.61,0.0052,0.0052,0.0087,0
2022-01-25 00:32:31-10:00,-0.3951,0.3745,0.0933,0,0,24,666.42,0.21,0.5807,0.4232,3
2022-01-25 00:33:31-10:00,-0.0821,0.7304,-0.8167,0,0,27.5,104.49,0.0405,0.0361,0.0161,211
2022-01-25 00:34:31-10:00,0.4589,0.4393,0.1303,0,0,33.7,51.64,0.0079,0.0052,0.0086,1
2022-01-25 00:35:31-10:00,-0.7008,0.4401,-0.3336,0,0,29.3,230.93,0.2196,0.0059,0.0084,3
2022-01-25 00:36:31-10:00,0.2638,0.9229,-0.6104,0,0,33.8,114.41,0.0074,0.0052,0.0457,4
2022-01-25 00:37:31-10:00,-0.2779,0.4538,-0.162,0,0,25.7,173.43,0.3236,0.5723,0.2701,0
2022-01-25 00:38:31-10:00,0.2905,0.5956,-0.3714,18,0,29.6,159.65,0.7237,0.3413,0.4635,36
2022-01-25 00:39:31-10:00,0.7854,0.5655,-0.4617,0,0,31.3,148.7,0.4514,0.1085,0.1164,213
2022-01-25 00:40:31-10:00,0.3477,0.8083,-0.5771,55,0,30.9,179.28,0.2844,0.1226,0.084,204
2022-01-25 00:41:31-10:00,-0.3473,0.4788,-0.7656,0,0,33,243.33,0.1977,0.2396,0.286,3
2022-01-25 00:42:31-10:00,0.5868,0.5501,-0.7168,24,0,31,132.76,0.3175,0.2313,0.5936,76
2022-01-25 00:43:31-10:00,0.5791,0.6783,-0.8017,66,0,31.6,193.11,0.4389,0.1853,0.2486,248
2022-01-25 00:44:31-10:00,0.0669,-0.4864,-0.8422,0,0,32.8,47.71,0.0053,0.0052,0.0088,6
2022-01-25 00:45:31-10:00,-0.3282,0.043,-0.7732,0,0,35.1,33.06,0.007,0.0052,0.0091,6
2022-01-25 00:46:31-10:00,0.8425,0.1131,0.1088,0,0,28.8,163.98,0.3147,0.1545,0.3174,4
2022-01-25 00:47:31-10:00,-0.5512,0.0425,0.3052,0,0,25.6,553.28,0.407,0.715,0.446,0
2022-01-25 00:48:31-10:00,-0.5772,0.3841,-0.6185,0,0,34.5,37.74,0.0085,0.0052,0.0087,0
2022-01-25 00:49:31-10:00,-0.6527,0.1066,0.2856,0,0,32.6,186.51,0.1651,0.2761,0.2035,4
2022-01-25 00:50:31-10:00,0.5307,0.1049,0.3191,0,0,29,445.42,0.2241,0.2823,0.3251,0
2022-01-25 00:51:31-10:00,0.7599,0.3219,-0.674,0,0,30.3,149.84,0.1333,0.0052,0.1495,1
2022-01-25 00:52:31-10:00,-0.4929,0.3963,-0.7943,0,0,28.7,259.44,0.0046,0.0052,0.0077,6
2022-01-25 00:53:31-10:00,-0.4575,0.5081,-0.4332,0,0,28.4,257.42,0.623,0.1981,0.0607,0
2022-01-25 00:54:31-10:00,0.4096,-0.2083,0.1677,0,0,33.4,161.35,0.6293,0.3182,0.4387,0
2022-01-25 00:55:31-10:00,0.7565,0.8596,0.7508,0,0,34.3,119.46,0.0045,0.0052,0.0085,4
2022-01-25 00:56:31-10:00,0.4536,0.7683,-0.6158,0,0,33.6,160.9,0.0068,0.0052,0.0082,31
2022-01-25 00:57:31-10:00,-0.6698,0.4624,0.056,0,0,30.7,381.41,0.3171,0.5277,0.1874,2
2022-01-25 00:58:31-10:00,0.574,0.6215,-0.2843,26,0,30.5,205.19,0.1917,0.2247,0.1006,337
2022-01-25 00:59:31-10:00,-0.012,0.1589,-0.4174,0,0,33.1,140.52,0.0081,0.0052,0.0085,0
2022-01-25 01:00:31-10:00,0.7035,0.3111,-0.8855,0,0,34.6,148.6,0.0098,0.0059,0.0081,3
2022-01-25 01:01:31-10:00,-0.5548,0.4282,0.0558,0,0,33.9,105,0.0098,0.0052,0.0087,0
2022-01-25 01:02:31-10:00,0.3001,0.379,-0.8748,0,0,33.2,49.01,0.0097,0.0052,0.0088,4
2022-01-25 01:03:31-10:00,0.9544,0.5646,-0.7163,0,0,34.5,113.45,0.0087,0.0052,0.0226,7
2022-01-25 01:04:31-10:00,0.3521,-0.0969,-0.854,93,0,29.8,234.18,0.2342,0.0373,0.2084,2
2022-01-25 01:05:31-10:00,0.4663,-0.1565,0.0565,16,0,31.6,137.23,0.2433,0.2191,0.5615,42
2022-01-25 01:06:31-10:00,0.6686,0.2765,0.766,0,0,28.6,87.37,0.0045,0.0052,0.008,1
2022-01-25 01:07:31-10:00,0.7567,-0.2385,-0.4132,0,0,34.7,64.35,0.061,0.0059,0.1779,1
2022-01-25 01:08:31-10:00,-0.8276,0.4406,-0.3466,0,0,28.8,262.95,0.3207,0.2609,0.2148,2
2022-01-25 01:09:31-10:00,0.2263,0.4257,-0.3163,0,0,34.5,78.46,0.0045,0.0096,0.0082,2
2022-01-25 01:10:31-10:00,0.3964,0.2447,0.183,0,0,29.4,1065.26,0.4031,0.1372,0.2375,0
2022-01-25 01:11:31-10:00,-0.3242,0.6297,-0.2814,0,0,29.3,253.82,0.3056,0.5345,0.3516,0
2022-01-25 01:12:31-10:00,-0.487,0.41,0.7612,0,0,32.2,99.73,0.0045,0.0052,0.0083,0
2022-01-25 01:13:31-10:00,0.7138,0.8785,-0.7528,0,0,33.7,139.58,0.0075,0.0058,0.0089,0
2022-01-25 01:14:31-10:00,0.6973,-0.058,0.7724,0,0,17.6,134.06,0.0045,0.0052,0.0088,0
2022-01-25 01:15:31-10:00,-0.7404,0.1559,-0.2018,0,0,28.6,221.95,0.4622,0.5617,0.3086,7
2022-01-25 01:16:31-10:00,0.6151,-0.4007,0.947,0,0,31.2,98.33,0.0052,0.006,0.216,0
2022-01-25 01:17:31-10:00,0.7139,0.2613,-0.3254,0,0,17.1,151.65,0.007,0.0052,0.0083,2
2022-01-25 01:18:31-10:00,0.6205,0.709,-0.2216,0,0,28.8,243.36,0.3427,0.2728,0.1761,34
2022-01-25 01:19:31-10:00,0.6646,0.8721,-0.3828,0,0,31.6,114.03,0.0045,0.0059,0.007,7
2022-01-25 01:20:31-10:00,-0.0368,0.4023,0.6013,11,0,33.4,157.63,0.3083,0.108,0.1257,3
2022-01-25 01:21:31-10:00,-0.7319,0.5996,-0.2153,0,0,23.8,169.69,0.1594,0.2584,0.0933,807
2022-01-25 01:22:31-10:00,0.235,0.6882,-0.1537,62,0,30.4,300.38,0.2474,0.1798,0.1196,52
2022-01-25 01:23:31-10:00,0.2274,-0.0235,0.7436,0,0,15.2,56.3,0.0045,0.0052,0.0087,1
2022-01-25 01:24:31-10:00,-0.4503,0.1332,0.0665,0,0,29.3,573.19,0.4293,0.5342,0.5286,9
2022-01-25 01:25:31-10:00,-0.7466,0.4671,-0.7707,0,0,27.6,119.27,0.1004,0.1057,0.1118,0
2022-01-25 01:26:31-10:00,0.8677,-0.8853,-0.6354,0,0,34.9,110.98,0.009,0.0052,0.0088,0
2022-01-25 01:27:31-10:00,-0.7813,-0.2503,-0.0995,0,0,27.5,566.85,0.233,0.4091,0.3365,4
2022-01-25 01:28:31-10:00,-0.3441,-0.1265,-0.7454,52,0,31.6,151.68,0.3957,0.0437,0.2837,189
2022-01-25 01:29:31-10:00,0.8406,-0.2824,0.1039,0,0,28.2,177.49,0.3187,0.1292,0.2547,1
2022-01-25 01:30:31-10:00,-0.1951,0.334,0.0571,0,0,32.8,237.54,0.0074,0.0082,0.0084,5
2022-01-25 01:31:31-10:00,0.748,-0.0401,0.7976,0,0,15.8,147.47,0.0045,0.0052,0.0083,5
2022-01-25 01:32:31-10:00,0.8024,0.6735,-0.825,0,0,33.5,251.44,0.0767,0.0052,0.0082,1
2022-01-25 01:33:31-10:00,-0.012,0.6715,-0.8626,0,0,33.2,108.88,0.008,0.0052,0.008,3
2022-01-25 01:34:31-10:00,-0.3762,0.5966,-0.5523,25,0,27.6,145.71,0.1395,0.1309,0.1749,927
2022-01-25 01:35:31-10:00,-0.6004,0.5567,-0.4984,23,0,29.2,175.34,0.3998,0.3322,0.3248,27
2022-01-25 01:36:31-10:00,-0.8422,0.5632,0.4366,0,0,29.5,297.62,0.1894,0.253,0.1289,0
2022-01-25 01:37:31-10:00,0.6609,0.546,0.7738,0,0,33.8,134.19,0.0045,0.0052,0.0067,4
2022-01-25 01:38:31-10:00,0.5259,0.571,0.7384,0,0,34,44.6,0.0098,0.0062,0.0087,5
2022-01-25 01:39:31-10:00,-0.6494,0.5011,-0.4567,0,0,28.3,168.56,0.4548,0.3706,0.5004,7
2022-01-25 01:40:31-10:00,0.2078,0.6965,-0.8143,0,0,33.8,137.03,0.0045,0.0052,0.0088,3
2022-01-25 01:41:31-10:00,-0.6284,0.4299,0.8918,0,0,24.1,856.7,0.4551,0.2639,0.2998,0
2022-01-25 01:42:31-10:00,0.8407,0.8255,-0.521,0,0,33.4,115.82,0.0053,0.0052,0.008,5
2022-01-25 01:43:31-10:00,0.1125,-0.2076,0.9293,0,0,33.5,100.89,0.0054,0.0052,0.0079,0
2022-01-25 01:44:31-10:00,0.9745,0.5843,-0.6643,0,0,31,145.74,0.005,0.008,0.0083,37
2022-01-25 01:45:31-10:00,0.6833,-0.0017,0.7941,0,0,16.7,97.71,0.0045,0.0052,0.0084,2
2022-01-25 01:46:31-10:00,-0.8121,0.5465,-0.7761,0,0,33.6,38.46,0.1187,0.0249,0.1702,0
2022-01-25 01:47:31-10:00,0.9264,-0.7154,-0.6347,25,0,32.3,197.75,0.0724,0.0568,0.0364,145
