Device Type,GENEActiv           ,,,,,,,,,,
Device Model,1.1,,,,,,,,,,
Device Unique Serial Code,58608,,,,,,,,,,
Device Firmware Version,Ver4.08a date14Jul14,,,,,,,,,,
Calibration Date,2020-10-07 15:09:50:000,,,,,,,,,,
Application name & version ,GENEActiv PC Software 3.3,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Measurement Frequency,100.0 Hz,,,,,,,,,,
Start Time,2021-11-23 15:02:26:500,,,,,,,,,,
Last measurement,,,,,,,,,,,
Device Location Code,left wrist,,,,,,,,,,
Time Zone,GMT +00,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Subject Code,,,,,,,,,,,
Date of Birth,01/01/2000,,,,,,,,,,
Sex,female,,,,,,,,,,
Height,170,,,,,,,,,,
Weight,48,,,,,,,,,,
Handedness Code,,,,,,,,,,,
Subject Notes,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Study Centre,BCU                 ,,,,,,,,,,
Study Code,,,,,,,,,,,
Investigator ID,VA                  ,,,,,,,,,,
Exercise Type,,,,,,,,,,,
Config Operator ID,NS                  ,,,,,,,,,,
Config Time,2021-11-23 14:38:11:285:,,,,,,,,,,
Config Notes,,,,,,,,,,,
Extract Operator ID,,,,,,,,,,,
Extract Time,2021-12-10 14:11:00:352,,,,,,,,,,
Extract Notes,(device clock drift 24.647s),,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Sensor type,MEMS accelerometer x-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer y-axis,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,MEMS accelerometer z-axis ,,,,,,,,,,
Range,-8 to 8             ,,,,,,,,,,
Resolution,0.0039,,,,,,,,,,
Units,g                   ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,Lux Photodiode 400nm - 1100nm ,,,,,,,,,,
Range,0 to 5000           ,,,,,,,,,,
Resolution,5,,,,,,,,,,
Units,lux                 ,,,,,,,,,,
Additional information,,,,,,,,,,,
Sensor type,User button event marker,,,,,,,,,,
Range,1 or 0,,,,,,,,,,
Resolution,,,,,,,,,,,
Units,,,,,,,,,,,
Additional information,1=pressed,,,,,,,,,,
Sensor type,Linear active thermistor,,,,,,,,,,
Range,0 to 70             ,,,,,,,,,,
Resolution,0.1,,,,,,,,,,
Units,deg. C              ,,,,,,,,,,
Additional information,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2021-11-15 00:00:31-10:00,-0.2371,-0.2357,-0.8562,0,0,27.7,358.59,0.3416,0.1341,0.0158,0
2021-11-15 00:01:31-10:00,0.5431,-0.5222,-0.5556,0,0,34.3,118.84,0.0511,0.0052,0.0199,6
2021-11-15 00:02:31-10:00,0.719,-0.0151,0.766,0,0,35.1,42.64,0.0051,0.0052,0.0086,1
2021-11-15 00:03:31-10:00,-0.457,0.3873,0.0685,0,0,30.1,767.65,0.1495,0.2303,0.1304,2
2021-11-15 00:04:31-10:00,0.8259,0.1091,0.319,0,0,28.9,536.35,0.5148,0.4162,0.2614,4
2021-11-15 00:05:31-10:00,0.6683,0.1146,0.7184,0,0,32.6,137.37,0.0045,0.0052,0.0082,4
2021-11-15 00:06:31-10:00,-0.5533,0.4424,-0.362,0,0,28.6,160.36,0.3461,0.1599,0.364,4
2021-11-15 00:07:31-10:00,0.674,0.4488,-0.1806,0,0,28.9,1128.19,0.411,0.7528,0.448,15
2021-11-15 00:08:31-10:00,0.012,-0.3778,-0.7844,0,0,31.7,93.84,0.0207,0.0052,0.0066,1
2021-11-15 00:09:31-10:00,-0.5421,0.6583,0.8606,0,0,33.8,27.62,0.0045,0.0052,0.0079,0
2021-11-15 00:10:31-10:00,0.9385,-0.3136,-0.0949,0,0,24.5,219.24,0.3473,0.6788,0.5184,8
2021-11-15 00:11:31-10:00,0.3514,-0.3606,-0.1,21,0,25.3,140.65,0.3395,0.38,0.4319,612
2021-11-15 00:12:31-10:00,0.8302,0.4913,-0.8246,0,0,32.1,123.64,0.0105,0.0052,0.0083,0
2021-11-15 00:13:31-10:00,-0.8555,-0.3942,-0.8752,0,0,34,174.44,0.2045,0.1711,0.2248,5748
2021-11-15 00:14:31-10:00,-0.6647,0.2427,-0.151,0,0,34.5,172.06,0.089,0.0077,0.0083,10
2021-11-15 00:15:31-10:00,0.3577,0.4176,-0.8503,0,0,33.6,30.8,0.0045,0.0052,0.0084,3
2021-11-15 00:16:31-10:00,0.6619,0.3344,-0.606,0,0,29.7,66.47,0.0054,0.0052,0.0067,1
2021-11-15 00:17:31-10:00,-0.946,0.3995,-0.4927,0,0,29.3,176.64,0.2058,0.2714,0.308,6234
2021-11-15 00:18:31-10:00,-0.4922,0.2439,-0.035,0,0,30.6,47.47,0.1955,0.2104,0.3518,0
2021-11-15 00:19:31-10:00,0.0587,0.5327,-0.297,20,0,28.5,166.14,0.2734,0.1847,0.3497,45
2021-11-15 00:20:31-10:00,0.9158,0.4158,-0.2872,0,0,29.5,172.44,0.0047,0.0052,0.0082,2
2021-11-15 00:21:31-10:00,0.7051,-0.0113,0.7897,0,0,18.6,106.09,0.0045,0.0052,0.0088,8
2021-11-15 00:22:31-10:00,0.7194,-0.0205,0.7747,0,0,34.3,120.75,0.0046,0.0052,0.0086,5
2021-11-15 00:23:31-10:00,0.2545,-0.1532,-0.3863,0,0,30.9,328.24,0.2642,0.2239,0.2359,844
2021-11-15 00:24:31-10:00,0.8856,-0.5933,0.4515,0,0,34.8,52.29,0.0054,0.0052,0.0089,3
2021-11-15 00:25:31-10:00,-0.6255,0.0476,-0.6123,0,0,28.8,38.1,0.0082,0.0052,0.0082,1
2021-11-15 00:26:31-10:00,0.1101,0.6873,-0.0713,73,0,29.8,198.33,0.3741,0.0263,0.1754,427
2021-11-15 00:27:31-10:00,-0.4077,0.713,-0.6037,29,0,30.6,103.28,0.0264,0.0073,0.1948,130
2021-11-15 00:28:31-10:00,-0.3993,0.3644,0.0103,0,0,27.8,754.54,0.1903,0.5532,0.4394,0
2021-11-15 00:29:31-10:00,-0.7015,0.4803,0.7474,0,0,32.8,99.29,0.0045,0.0052,0.0082,5
2021-11-15 00:30:31-10:00,0.2045,0.6411,-0.6225,36,0,26.5,78.36,0.2274,0.1174,0.4608,63
2021-11-15 00:31:31-10:00,0.7546,-0.0486,0.7965,0,0,17.6,129.28,0.0045,0.0052,0.0092,1
2021-11-15 00:32:31-10:00,-0.6799,0.5691,-0.0669,0,0,29.9,254.77,0.3025,0.4904,0.1162,2
2021-11-15 00:33:31-10:00,0.4362,0.354,-0.1012,0,0,24.1,204.65,0.5488,0.2091,0.5149,0
2021-11-15 00:34:31-10:00,0.1687,0.6365,-0.7211,0,0,33.5,118.02,0.0082,0.0052,0.0079,1
2021-11-15 00:35:31-10:00,-0.3121,0.6797,-0.7592,56,0,29.8,135.74,0.1855,0.1121,0.3923,88
2021-11-15 00:36:31-10:00,-0.585,0.5452,-0.8363,0,0,34.9,42.84,0.0045,0.007,0.0083,3
2021-11-15 00:37:31-10:00,0.2878,0.3245,0.8166,0,0,33.2,44.57,0.0078,0.0052,0.0085,1
2021-11-15 00:38:31-10:00,0.4808,0.7802,-0.7012,0,0,33.2,50.71,0.0045,0.0052,0.0084,3
2021-11-15 00:39:31-10:00,-0.7249,0.3667,0.3753,0,0,27.7,229.13,0.3539,0.438,0.2972,0
2021-11-15 00:40:31-10:00,-0.3675,0.5554,-0.8867,0,0,32.3,44.13,0.0074,0.0052,0.0086,0
2021-11-15 00:41:31-10:00,0.8141,0.4983,0.2342,0,0,25.6,537.35,0.4737,0.1593,0.3876,7
2021-11-15 00:42:31-10:00,-0.4058,0.2422,-0.0439,39,0,31.6,188.78,0.2838,0.2292,0.2486,56
2021-11-15 00:43:31-10:00,-0.4346,-0.108,-0.1236,1455,0,31.4,144.5,0.0846,0.2225,0.1172,352
2021-11-15 00:44:31-10:00,-0.3226,0.2345,-0.1336,0,0,28.4,337.3,0.4299,0.455,0.367,5
2021-11-15 00:45:31-10:00,0.6004,-0.0091,-0.6687,0,0,31.5,112.8,0.0082,0.0052,0.0084,5
2021-11-15 00:46:31-10:00,-0.7025,0.8651,0.7746,20,0,28.2,180.21,0.2369,0.0934,0.2087,361
2021-11-15 00:47:31-10:00,-0.2886,0.3853,0.1412,0,0,30.7,196.74,0.1454,0.194,0.3231,8
2021-11-15 00:48:31-10:00,0.5162,-0.1301,0.3603,0,0,31.5,194.62,0.0068,0.0062,0.0086,4
2021-11-15 00:49:31-10:00,-0.5043,0.5825,0.3854,0,0,29.6,226.44,0.3677,0.2714,0.387,5
2021-11-15 00:50:31-10:00,0.3106,-0.2488,-0.6957,0,0,29.3,48.59,0.0633,0.059,0.1459,6
2021-11-15 00:51:31-10:00,0.906,-0.3248,0.4338,46,0,30.5,209.39,0.3803,0.2867,0.2565,182
2021-11-15 00:52:31-10:00,-0.2795,0.725,-0.0181,13,0,31.1,261.98,0.08,0.2179,0.3264,43
2021-11-15 00:53:31-10:00,-0.0239,0.5651,-0.4666,0,0,30.3,211.42,0.0722,0.0052,0.1955,0
2021-11-15 00:54:31-10:00,0.612,-0.0784,0.1775,0,0,28.4,152.35,0.2556,0.0594,0.1977,304
2021-11-15 00:55:31-10:00,0.7399,-0.0377,0.7907,0,0,19.8,118.24,0.0045,0.0068,0.0083,8
2021-11-15 00:56:31-10:00,-0.5958,0.7571,-0.1043,49,0,30.1,73.37,0.0496,0.0221,0.0221,6
2021-11-15 00:57:31-10:00,0.686,-0.0359,0.7858,0,0,16.6,130.44,0.0045,0.0052,0.0089,4
2021-11-15 00:58:31-10:00,0.5203,-0.3478,-0.8302,0,0,33.8,268.25,0.0135,0.0491,0.0528,4
2021-11-15 00:59:31-10:00,0.1115,0.2616,0.4224,0,0,34.1,565.29,0.2489,0.3751,0.4553,0
2021-11-15 01:00:31-10:00,0.4041,-0.142,-0.2798,0,0,28.8,202.28,0.1664,0.2502,0.0591,0
2021-11-15 01:01:31-10:00,0.4172,0.8865,-0.5749,49,0,35.8,192.49,0.0192,0.0273,0.0809,221
2021-11-15 01:02:31-10:00,0.0637,0.4381,0.2511,0,0,27.6,326.87,0.2786,0.4623,0.1782,1
2021-11-15 01:03:31-10:00,0.9766,-0.4125,0.2608,0,0,32.7,904.84,0.0662,0.0418,0.0081,3
2021-11-15 01:04:31-10:00,0.8375,-0.7304,-0.089,0,0,33.2,221.24,0.233,0.0502,0.3417,0
2021-11-15 01:05:31-10:00,-0.6941,0.4931,0.0114,0,0,27.7,292.6,0.385,0.2757,0.2154,0
2021-11-15 01:06:31-10:00,0.2634,-0.0864,-0.8287,0,0,30.6,95.52,0.007,0.0058,0.0088,2
2021-11-15 01:07:31-10:00,-0.5754,0.0705,0.1447,0,0,27,218.77,0.2885,0.0052,0.3137,3
2021-11-15 01:08:31-10:00,0.9333,0.3739,0.4305,0,0,28.9,555.68,0.3028,0.224,0.1673,1
2021-11-15 01:09:31-10:00,0.5633,-0.2025,0.216,0,0,28.8,397.01,0.2736,0.3972,0.3996,6
2021-11-15 01:10:31-10:00,0.4848,0.9472,0.8649,0,0,34.7,61.16,0.0095,0.0052,0.0086,1
2021-11-15 01:11:31-10:00,-0.5005,-0.4395,-0.5758,44,0,31,143.37,0.3621,0.1244,0.5599,56
2021-11-15 01:12:31-10:00,-0.6198,0.1996,-0.0633,0,0,30.3,296.6,0.2818,0.4999,0.2595,0
2021-11-15 01:13:31-10:00,0.6942,0.814,-0.5514,0,0,34.6,91.13,0.0068,0.0072,0.0086,1
2021-11-15 01:14:31-10:00,0.3958,0.8547,0.9046,0,0,32.6,111.5,0.0112,0.0052,0.0106,1
2021-11-15 01:15:31-10:00,-0.7858,0.4273,-0.6191,0,0,32.7,130.58,0.005,0.0052,0.0089,0
2021-11-15 01:16:31-10:00,0.4852,-0.4599,-0.8686,0,0,33.3,67.82,0.0045,0.0052,0.0084,5
2021-11-15 01:17:31-10:00,-0.6058,0.3609,0.8617,0,0,30.7,154.11,0.1633,0.187,0.2542,51
2021-11-15 01:18:31-10:00,-0.0275,0.3964,-0.6319,0,0,31,167.71,0.0045,0.0145,0.0067,2
2021-11-15 01:19:31-10:00,0.7009,-0.2806,-0.7728,0,0,33.1,103.19,0.0059,0.0054,0.0069,1
2021-11-15 01:20:31-10:00,0.7639,-0.0282,0.7091,0,0,18,110.04,0.0045,0.0052,0.0094,0
2021-11-15 01:21:31-10:00,-0.1007,-0.1309,-0.2847,32,0,29.2,156.85,0.281,0.623,0.5552,51
2021-11-15 01:22:31-10:00,0.1698,-0.5879,0.9711,0,0,36,162.43,0.0112,0.0056,0.0074,1
2021-11-15 01:23:31-10:00,-0.434,-0.4046,-0.6606,0,0,32.9,73.04,0.0045,0.006,0.0079,6
2021-11-15 01:24:31-10:00,-0.1051,-0.6105,-0.5775,13,0,32.5,170.21,0.1417,0.2443,0.1824,2
2021-11-15 01:25:31-10:00,-0.7025,-0.2328,-0.1838,0,0,28.4,642.2,0.1303,0.528,0.2468,0
2021-11-15 01:26:31-10:00,0.2136,-0.1589,0.1516,0,0,28.4,212.04,0.4285,0.0252,0.0084,0
2021-11-15 01:27:31-10:00,0.4571,0.5526,-0.3085,67,0,31.6,152.15,0.4657,0.3343,0.52,59
2021-11-15 01:28:31-10:00,-0.4498,-0.5108,-0.2639,66,0,31.3,541.32,0.3489,0.1968,0.4191,78
2021-11-15 01:29:31-10:00,-0.4219,0.5513,0.0507,11,0,28.6,142.44,0.3519,0.3888,0.5164,435
2021-11-15 01:30:31-10:00,-0.5329,0.5041,-0.2125,0,0,28.9,290.9,0.2974,0.0052,0.0085,0
2021-11-15 01:31:31-10:00,0.5211,0.8568,-0.6875,0,0,35.3,40.63,0.0051,0.0052,0.0083,6
2021-11-15 01:32:31-10:00,-0.2099,-0.3188,-0.5484,0,0,34,54.78,0.0045,0.0052,0.0083,0
2021-11-15 01:33:31-10:00,0.7349,-0.4338,-0.7525,0,0,32.9,138.29,0.0045,0.0052,0.008,3
2021-11-15 01:34:31-10:00,-0.5632,0.7159,0.03,0,0,30.7,134.34,0.21,0.4571,0.4311,314
2021-11-15 01:35:31-10:00,-0.5069,-0.0484,0.1575,23,0,31,1168.42,0.4712,0.2831,0.4111,8
2021-11-15 01:36:31-10:00,0.7181,-0.0214,-0.658,0,0,15,142.69,0.0045,0.0052,0.0083,4
2021-11-15 01:37:31-10:00,0.932,0.2046,0.2057,0,0,28.2,567.97,0.3661,0.3951,0.4244,1
2021-11-15 01:38:31-10:00,0.4625,0.9546,0.8983,0,0,35.2,34.23,0.0079,0.0052,0.0087,1
2021-11-15 01:39:31-10:00,-0.5829,0.4095,-0.2114,0,0,28.4,257.31,0.4215,0.4974,0.3675,0
2021-11-15 01:40:31-10:00,-0.3918,0.307,0.2066,0,0,25.5,677.74,0.2611,0.5111,0.299,1
2021-11-15 01:41:31-10:00,0.2903,0.1628,0.0106,0,0,34,93.1,0.1505,0.0735,0.0071,2
2021-11-15 01:42:31-10:00,0.2049,0.5028,0.6728,0,0,34.1,40.36,0.0085,0.0052,0.0084,2
2021-11-15 01:43:31-10:00,-0.5109,0.4991,-0.3402,20,0,29.3,146.08,0.5607,0.3452,0.5087,99
2021-11-15 01:44:31-10:00,-0.756,0.4832,-0.2381,10,0,32.4,168.58,0.6775,0.4317,0.5858,73
2021-11-15 01:45:31-10:00,-0.2706,0.1322,-0.6338,0,0,33.2,46.91,0.0045,0.0052,0.0079,1
2021-11-15 01:46:31-10:00,-0.965,0.6994,0.4555,0,0,29.2,273.2,0.2947,0.2994,0.1353,64
2021-11-15 01:47:31-10:00,-0.3185,-0.6239,0.8571,0,0,28.7,38.17,0.0065,0.006,0.0087,0
